"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2000","Total","Both Sexes","Lakewood (CO)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","144126","1,2"
"United States of America","2000","Total","Both Sexes","Lancaster (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","118718","1,2"
"United States of America","2000","Total","Both Sexes","Lancaster (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","263532","1,2"
"United States of America","2000","Total","Both Sexes","Lansing (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","119128","1,2"
"United States of America","2000","Total","Both Sexes","Lansing (MI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","300032","1,2"
"United States of America","2000","Total","Both Sexes","Laredo (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","176576","1,2"
"United States of America","2000","Total","Both Sexes","Las Vegas (NV)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","478434","1,2"
"United States of America","2000","Total","Both Sexes","Las Vegas (NV)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1314357","1,2"
"United States of America","2000","Total","Both Sexes","Lexington-Fayette (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","260512","1,2"
"United States of America","2000","Total","Both Sexes","Lincoln (NE)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","225581","1,2"
"United States of America","2000","Total","Both Sexes","Lincoln (NE)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","226582","1,2"
"United States of America","2000","Total","Both Sexes","Little Rock (AR)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","183133","1,2"
"United States of America","2000","Total","Both Sexes","Little Rock (AR)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","360331","1,2"
"United States of America","2000","Total","Both Sexes","Livonia (MI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","100545","1,2,28"
"United States of America","2000","Total","Both Sexes","Long Beach (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","461522","1,2,11"
"United States of America","2000","Total","Both Sexes","Los Angeles (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","3694820","1,2"
"United States of America","2000","Total","Both Sexes","Los Angeles (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","11789487","1,2"
"United States of America","2000","Total","Both Sexes","Louisville (KY)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","256231","1,2"
"United States of America","2000","Total","Both Sexes","Louisville (KY)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","863582","1,2"
"United States of America","2000","Total","Both Sexes","Lowell (MA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","105167","1,2,18"
"United States of America","2000","Total","Both Sexes","Lubbock (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","199564","1,2"
"United States of America","2000","Total","Both Sexes","Lubbock (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","202225","1,2"
"United States of America","2000","Total","Both Sexes","Madison (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","208054","1,2"
"United States of America","2000","Total","Both Sexes","Madison (WI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","329533","1,2"
"United States of America","2000","Total","Both Sexes","Manchester (NH)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","107006","1,2"
"United States of America","2000","Total","Both Sexes","Manchester (NH)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","143549","1,2"
"United States of America","2000","Total","Both Sexes","McAllen (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","106414","1,2"
"United States of America","2000","Total","Both Sexes","McAllen (TX)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","523144","1,2"
"United States of America","2000","Total","Both Sexes","Memphis (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","650100","1,2"
"United States of America","2000","Total","Both Sexes","Memphis (TN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","972091","1,2"
"United States of America","2000","Total","Both Sexes","Mesa (AZ)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","396375","1,2,19"
"United States of America","2000","Total","Both Sexes","Mesquite (TX)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","124523","1,2,12"
"United States of America","2000","Total","Both Sexes","Miami (FL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","362470","1,2"
"United States of America","2000","Total","Both Sexes","Miami (FL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","4919036","1,2"
"United States of America","2000","Total","Both Sexes","Milwaukee (WI)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","596974","1,2"
"United States of America","2000","Total","Both Sexes","Milwaukee (WI)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","1308913","1,2"
"United States of America","2000","Total","Both Sexes","Minneapolis (MN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","382618","1,2"
"United States of America","2000","Total","Both Sexes","Minneapolis (MN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","2388593","1,2"
"United States of America","2000","Total","Both Sexes","Mobile (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","198915","1,2"
"United States of America","2000","Total","Both Sexes","Mobile (AL)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","317605","1,2"
"United States of America","2000","Total","Both Sexes","Modesto (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","188856","1,2"
"United States of America","2000","Total","Both Sexes","Modesto (CA)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","310945","1,2"
"United States of America","2000","Total","Both Sexes","Montgomery (AL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","201568","1,2"
"United States of America","2000","Total","Both Sexes","Moreno Valley (CA)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","142381","1,2,24"
"United States of America","2000","Total","Both Sexes","Naperville (IL)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","128358","1,2,15"
"United States of America","2000","Total","Both Sexes","Nashville-Davidson (TN)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","569891","1,2"
"United States of America","2000","Total","Both Sexes","Nashville-Davidson (TN)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","749935","1,2"
"United States of America","2000","Total","Both Sexes","New Haven (CT)","City proper","Census - de jure - complete tabulation","Final figure, complete","2002","123626","1,2"
"United States of America","2000","Total","Both Sexes","New Haven (CT)","Urban agglomeration","Census - de jure - complete tabulation","Final figure, complete","2002","531314","1,2"
