time,city,state,shape,duration,summary,posted,lat,lon
11/10/2012 23:20,Roseville,CA,Triangle,20 seconds,"A v-shape triangle UFO glided across the night sky in Roseville, CA. It only happened minutes ago, and while I have seen what I thought",11/19/2012,38.7521235,-121.2880059
11/10/2012 21:30,San Anselmo,CA,Light,~10 minutes,Red/orange noiseless lights in formation at low altitude.,11/19/2012,37.9746458,-122.5616448
11/10/2012 21:15,San Anselmo,CA,Changing,,"Unexplainable 30 reddish lights in sky in varying formation over San Anselmo, CA.",11/19/2012,37.9746458,-122.5616448
11/10/2012 21:00,Redding,CA,Unknown,0.5 second,I think I have seen sky wars over northern Calif.,01/16/2014,40.5865396,-122.3916754
11/10/2012 19:40,Los Angeles,CA,Circle,8 minutes,3 Red/Orange Circles blacking out in the night.,11/19/2012,34.0522342,-118.2436849
11/10/2012 19:30,Placentia,CA,Circle,3 minutes,"Clusters of orange ""lights,"" cylindrical in shape, traversing the night sky in the area above our heads.",11/19/2012,33.8722371,-117.8703363
11/10/2012 19:00,Bellflower,CA,Sphere,10 minutes,Several orange spheres seen in Lakewood and bellflower.,11/19/2012,33.8816818,-118.1170117
11/09/2012 23:00,Antioch,CA,Light,15 minutes,3 BRIGHT ORANGE LIGHTS HOVERED IN SKY.,11/19/2012,38.0049214,-121.805789
11/09/2012 19:40,Bakersfield,CA,Unknown,9 minutes,Red object displaying bizarre flight patterns before shooting directly upwards into space,11/19/2012,35.3732921,-119.0187125
11/09/2012 19:00,Bakersfield,CA,Circle,2 seconds,Circle shape with intense light coming from the back of it!,11/19/2012,35.3732921,-119.0187125
11/09/2012 03:13,Oceanside,CA,Circle,15-20 seconds,Reddish circular UFO cruising south west in San Diego County.,11/19/2012,33.1958696,-117.3794834
11/08/2012 23:00,Anaheim,CA,Sphere,15 minutes,Ball of multicolored light in sky,12/20/2012,33.8352932,-117.9145036
11/08/2012 01:59,McKinleyville,CA,Circle,5 minutes,Orange floating light over McKinleyville,11/19/2012,40.9465152,-124.1006205
11/07/2012 19:30,Lone Pine (Mt. Whitney),CA,Unknown,hours,Encounter with et and being chased for 60 miles.,11/19/2012,36.5784991,-118.29226
11/07/2012 03:15,Studio City,CA,Light,1 minute,Bright flash of light appears from deep space blackness 7 or 8 times and then suddenly disappears,11/19/2012,34.1395597,-118.3870991
11/05/2012 21:52,Del Mar,CA,Triangle,10 seconds,"Overhead we saw V or chevron shaped with four lights on each side, huge, silent, very fast moving southward along coastline,amazing.",11/19/2012,33.1775598,-97.280756
11/05/2012 21:30,Diamond Springs,CA,Unknown,30 minutes,The objects moved at different speed and then stopped,11/19/2012,38.6946259,-120.8149355
11/05/2012 19:00,Pacifica,CA,Circle,2 minutes,On pacifica beach we saw 4 orange objects hovering in the night sky.,12/20/2012,37.6138253,-122.4869194
11/04/2012 14:30,North Hollywood,CA,Rectangle,1-2 minute,"Woman witnesses a very strange, rectangular object, which suddenly accelerates and zips off.",11/04/2012,34.187044,-118.3812562
11/04/2012 13:00,North Hollywood,CA,Rectangle,2 minutes,Silvery and very distinct  tail lights super fast,11/19/2012,34.187044,-118.3812562
11/04/2012 12:50,Laguna Hills,CA,Sphere,3 minutes,2 goups of 20+ haphazardly-moving spheres or obs circulating around each other,11/04/2012,33.599722,-117.699444
11/04/2012 09:15,Upland,CA,Circle,10 seconds,Unusual faint white circle moving faster than a jet traveling south to northeast over Upland CA at approximately 09:10 am.,11/04/2012,34.09751,-117.6483876
11/03/2012 21:30,Los Cabos,CA,Triangle,5 minutes,"Red and orange triangular light, 11/03/12 Los Cabos Mexico.",12/20/2012,22.8905327,-109.9167371
11/03/2012 21:00,Burbank,CA,Light,1 hour,Small motionless red flashing light. Then it moves very slowly to another position. There is no noise.,11/04/2012,34.1808392,-118.3089661
11/03/2012 20:00,Elk Grove,CA,Sphere,1 hour,Orange Orbs,11/19/2012,38.4087993,-121.3716178
11/03/2012 19:50,Eureka,CA,Rectangle,4 minutes,"November 3, 2012 Time: approx. 7:50pm Eureka, CA UFO spotted travelling from East to West over Eureka.  Large orange flickering object",11/04/2012,40.8020712,-124.1636729
11/03/2012 19:50,Studio City,CA,Disk,10 seconds,Bright green lights hover over Los Angeles then back down to earth.,11/04/2012,34.1395597,-118.3870991
11/03/2012 17:30,Buena Park,CA,Fireball,2-5 minutes,"Red lights seen over buena park apparently marked as sign of ""apocalypse",11/19/2012,33.8675143,-117.9981181
11/03/2012 05:00,Burbank,CA,Light,1 hour,A flashing red light to the right of the moon. motionless for 30 minutes then began to move west. Stopped motionless for 20 minutes the,11/04/2012,34.1808392,-118.3089661
11/02/2012 23:58,Marina Del Rey,CA,Fireball,5-10 minutes,"Red glowing, pulsating orbs flying low over Marina Del Rey. One emitted a &quot;search light&quot; &  they all disappeared in depth int",11/04/2012,33.9802893,-118.4517449
11/01/2012 00:00,Merced,CA,Light,~1 Minute,"Two bright unidentified flying objects appear in Northern night sky, Southeast bound in Merced, Ca.",11/04/2012,37.3021632,-120.4829677
10/31/2012 22:25,Sacramento,CA,Sphere,10 seconds,Soundless gray sphere near Sacramento International airport,11/04/2012,38.5815719,-121.4943996
10/30/2012 19:00,La Mesa,CA,Light,3 minutes,Large star-like object moved up and away in the south-east sky,11/04/2012,32.7678287,-117.0230839
10/29/2012 20:00,Exeter,CA,Formation,6 minutes,2 Fighter Jets in Persuit of Fast moving formation of three blinking white lights,10/30/2012,50.718412,-3.533899
10/29/2012 20:00,Roseville,CA,Other,5 minutes,"Orange Orb was silent and not moving until the glow went out, then the object moved straight up into the sky before disappearing.",02/04/2013,38.7521235,-121.2880059
10/29/2012 19:41,Venice,CA,Triangle,4 seconds,At my friend house the three of us in the back yard just talking. I'm looking  west toward Santa Monica Beach. This small triangle flyi,11/19/2012,45.4408474,12.3155151
10/29/2012 07:35,Burbank/Glendale border,CA,Triangle,1 minute,"I was driving from Burbank, CA towards Glendale,CA on Glenoaks blvd. As I looked up I realized an unusual object in the sky. It had a t",10/30/2012,34.1808392,-118.3089661
10/28/2012 13:33,Lone Pine,CA,Other,Seconds,"Unusual object that appeared suddenly.  ((NUFORC Note:  We strongly suspect that the object is a bird, possibly a hummingbird.  PD))",10/30/2012,36.6060444,-118.0628654
10/28/2012 10:00,Beverly Hills,CA,Light,30 minutes,At least 20 round w/ sparkle of lights on them.,10/30/2012,34.0736204,-118.4003563
10/28/2012 09:40,Carmel,CA,Oval,5 minutes,"Cylinder/oval emitting light, should have been back lit by sun, later simply disappeared",10/30/2012,36.5552386,-121.9232879
10/27/2012 21:00,Vacaville,CA,Other,8 seconds,No sound from greenish/white light shooting very close above tree line over neighbors house in vacaville ca.,10/30/2012,38.3565773,-121.9877444
10/27/2012 21:00,Santa Rosa,CA,Chevron,30 minutes,Chevron Craft Seen over Sonoma County 10/27/12 @ 9pm,10/30/2012,38.440429,-122.7140548
10/27/2012 20:00,Ventura,CA,Light,25,Star formation with controlled movements seen with naked eyes.,10/30/2012,34.274646,-119.2290316
10/26/2012 06:10,Napa,CA,Circle,20 to 30 seconds,"Two craft side by side, from north to south pulsing red then green circular light, 4 pulses total.",10/30/2012,38.2975381,-122.286865
10/26/2012 00:00,El Segundo,CA,Light,45 minutes,3 UFOs flying over LAX airport.,10/30/2012,33.9191799,-118.4164652
10/25/2012 23:00,Sacramento,CA,Disk,2 seconds,Planes flew by and as I was watching them pass I saw a saucer with another smaller saucer on top. At first I thought it was clouds and,10/30/2012,38.5815719,-121.4943996
10/25/2012 11:00,Riverside,CA,Formation,30 seconds,"3 reflective spheres southbound over Riverside CA toward Lake Matthews in formation w/ one breaking off, then loss of contact.",02/04/2013,33.9533487,-117.3961564
10/24/2012 10:30,South San Diego,CA,Other,30 minutes,"I saw a UFO with two parallel white lights. It was stationary for 30 min. When a white cloud passed over it, it took on a dark color.",10/30/2012,32.715738,-117.1610838
10/24/2012 10:00,Santa Rosa Indian Reservation,CA,Sphere,1 minute,"Large, shiny metallic object hovering over Santa Rosa Indian Reservation.",12/20/2012,31.9886896,-112.047637
10/22/2012 07:00,Santa Ana,CA,Fireball,5 minutes,Fire ball/object slow moving west to east.  ((NUFORC Note:  Sighting of the ISS??  PD)),10/30/2012,33.7455731,-117.8678338
10/20/2012 00:00,Apple Valley,CA,Circle,>2 hours,CIRCULAR CRAFT TURNING AROUND AND MOVING UP & DOWN SIDE TO SIDE W/ FLASHING LITGHS.  ((NUFORC Note:  Capella?  PD)),10/30/2012,34.5008311,-117.1858759
10/19/2012 23:58,Glendale,CA,Circle,>2 hours,"Starlike colorful, red, blue, green, purple UFO that emerged from the other side of the hill.((NUFORC Note:  Sighting of Capella?  PD))",10/30/2012,34.1425078,-118.255075
10/19/2012 19:15,Santa Barbara,CA,Fireball,1 minute,Meteor-like object broke up into three pieces then a bright light appeared where it ended it's travel.,10/30/2012,34.4208305,-119.6981901
10/18/2012 01:00,San Diego,CA,Circle,15 minutes,"Small circle flying low over house in Encinitas, CA with flashing lights",10/30/2012,32.715738,-117.1610838
10/17/2012 20:10,North Long Beach,CA,Light,2.5 seconds,"Overly birght light diving towards ground, no impact,",10/30/2012,33.8600162,-118.1856249
10/17/2012 19:45,Union City,CA,Unknown,3 seconds,Very large meteor or something on fire over San Francisco Bay.,10/30/2012,37.5933918,-122.0438298
10/17/2012 19:00,San Rafael,CA,Flash,10 seconds,Scanning striped light passes over my car accompanied by three flashes and two beams across the sky.,10/30/2012,-34.6131516,-68.341011
10/17/2012 18:50,Stockton/Linden,CA,Light,1 second,"Not a shooting star, comet, or flare.",10/30/2012,40.6328,-74.281601
10/16/2012 20:10,Desert Hot Springs,CA,Other,3 hours,"Multiple UFO's and 3 different type of craft observed simultaneously over Joshua Tree National Park and the Coachella Valley, CA.",10/30/2012,33.961124,-116.5016784
10/15/2012 21:02,Escondido,CA,Light,55 minutes,Intermittent pulsing blue light at high altitude with random movement,10/30/2012,33.1192068,-117.086421
10/14/2012 21:45,Canyon Lake,CA,Unknown,10 minutes,"3 Unknown objects W NW of Canyon Lake, CA",10/30/2012,29.8752177,-98.2625127
10/14/2012 21:00,EL Centro,CA,Circle,30 minutes,"Strange lights over El Centro, CA that do not move",10/30/2012,32.792,-115.5630514
10/14/2012 19:28,Santa Ana/Garden Grove/Irvine/Anaheim,CA,Formation,+2 hours,Triangle formation of lights over orange county CA.,10/30/2012,33.7876525,-117.8903152
10/14/2012 16:45,Santa Barbara,CA,Light,15 minutes,My girlfriend and I were at the East Beach in Santa Barbara adjacent to Cabrillo Beach House and Grill. We were both lying face-up and,10/30/2012,34.4208305,-119.6981901
10/14/2012 13:37,Sierra Madre,CA,Formation,3 minutes,"Cluster sighting of UFO north of Sierra Madre, CA over the San Gabriel mountains.",10/30/2012,34.1616729,-118.0528456
10/14/2012 02:46,Modesto,CA,Diamond,2 minutes,Bright red Diamond shaped object and fog ball object,10/30/2012,37.6390972,-120.9968782
10/14/2012 02:30,Meadow Vista,CA,Diamond,,Diamond shape with green laser lights hovering over Lake Combie.  ((NUFORC Note:  Possible sighting of a planet.  PD)),10/30/2012,39.0010079,-121.0218887
10/10/2012 23:20,Rancho Mirage,CA,Rectangle,5 seconds,"Flying red object over Rancho Mirage, ca",10/30/2012,33.739744,-116.41279
10/10/2012 20:30,San Jose,CA,Other,5-6 seconds,POSSIBLE ALIEN/HUMANOID SEEN RUNNING INTO HILLS,10/30/2012,37.3393857,-121.8949555
10/10/2012 18:56,San Diego,CA,Sphere,4 minutes,Single white light or craft passed over and very close to a commercial jet.  ((NUFORC Note:  Possibly the ISS?  PD)),10/30/2012,32.715738,-117.1610838
10/10/2012 15:00,San Francisco Airport,CA,Triangle,5 minutes,San Francisco International Airport         afternoon      about  5minutes       super clear conditions,09/30/2013,37.615223,-122.389979
10/09/2012 23:45,Burbank,CA,Fireball,5 minutes,"Red/orange fireball seen in the night sky over Burbank, CA",10/30/2012,34.1808392,-118.3089661
10/09/2012 17:35,San Diego,CA,Sphere,12 minutes,3 white lights with no collision lights heading north from San Diego within a 12 minute period,10/30/2012,32.715738,-117.1610838
10/09/2012 08:10,Antioch,CA,Light,3 minutes,2 lights being chase by 2 fighters at night.,10/30/2012,38.0049214,-121.805789
10/08/2012 22:00,Long Beach,CA,Light,2 minutes,"Aircraft with white flashing headlights, no other lights, no discernible sound",10/30/2012,33.7700504,-118.1937395
10/08/2012 21:00,Madera,CA,Sphere,30 minutes,White spherical object w/possible point at the bottom and blinking red and green lights.,10/30/2012,47.3492987,9.6193474
10/08/2012 21:00,Santa Barbara,CA,Oval,5 minutes,"There were 5 aircraft in the sky tonight, 3 went into the formation of a triangle, then drifted apart. 2 lingered around and disapeared",10/30/2012,34.4208305,-119.6981901
10/08/2012 04:50,Susanville,CA,Flash,2 seconds,"Stars which becomes extemely bright, and then disappear",10/30/2012,40.4162842,-120.6530063
10/07/2012 20:10,Vista,CA,Triangle,4 seconds,"I was out on my porch that faces south. Wind 1-2 mph from east, scattered puffball clouds. Night sky Illuminated by city lights. I saw",10/30/2012,33.2000368,-117.2425355
10/06/2012 21:30,Visalia,CA,Other,5 seconds,"It was moving very fast, steady, moving silently and it was brown but very dim, in a crescent shape",10/30/2012,36.3302284,-119.2920585
10/06/2012 08:00,Ocean Beach,CA,Disk,2 mintues,Orange UFO,10/30/2012,32.7581654,-117.2164005
10/05/2012 23:00,Hayward,CA,Chevron,8 seconds,"Stealth bomber looking craft, maybe drone, silent, low-flying, 25 ft wing tip to wing tip, probably US military",10/30/2012,37.6688205,-122.0807964
10/05/2012 21:30,Agoura Hills,CA,Fireball,3 minutes,"Intense bright white round light with purple blinking within it; darted up, down, sideways, circling around & repeated the motions.",10/30/2012,34.1533395,-118.7616764
10/05/2012 19:20,North Lake Tahoe,CA,Light,15 minutes,Hovering then moving very bright white oval w/red light ball,10/30/2012,39.0968493,-120.0323507
10/05/2012 00:30,Torrance,CA,,1 minute,I was sitting at my computer when I saw a light flash down on the tree between me and my neighbors houses. Then it happened again about,10/30/2012,33.8358492,-118.3406288
10/04/2012 21:30,Hamburg,CA,Light,5 minutes,Reviewing stars used for surveying when two extremely bright lights suddenly appeared very hight directly above us.  They were not movi,05/15/2013,53.5510846,9.9936818
10/04/2012 20:45,San Jose,CA,Circle,20 minutes,Yellow-green-white lighted objects flying over mt umunhum mountain range.,10/30/2012,37.3393857,-121.8949555
10/04/2012 13:32,San Francisco,CA,Disk,1 minute,Recorded a dark disk shaped object fly in between 2 blue angles.,11/04/2012,37.7749295,-122.4194155
10/04/2012 06:45,Bakersfield,CA,Cylinder,20 minutes,"White ufo looked like a humungous pcp pipe (747 size) no protrusions heading from Los Angeles, to the north.  Silent too.  No vapor.",08/30/2013,35.3732921,-119.0187125
10/03/2012 21:30,Petaluma,CA,Fireball,2 minutes,Two sightings in Petaluma,10/30/2012,38.232417,-122.6366524
10/03/2012 20:20,San Jose,CA,Circle,5 minutes,"Bright object over mt umunhum, vertically rises, saucer shaped object over san jose.",10/30/2012,37.3393857,-121.8949555
10/03/2012 08:38,San Francisco,CA,Circle,2 minutes,3 Bright Orange Circle UFOs in the SF night sky & two men in military clothing,10/30/2012,37.7749295,-122.4194155
10/03/2012 05:00,Lake Elsinore,CA,Other,15-20 seconds,Giant black plane,10/30/2012,33.6680772,-117.3272615
10/02/2012 20:00,Chula Vista,CA,Circle,1 second,I glowing light unlike anything I have ever seen moved across the sky a d behind a cloud faster than anything I have ever seen. Not a b,11/04/2012,32.6400541,-117.0841955
10/02/2012 19:30,Huntington Beach,CA,Oval,1 minute,"Ufo flying circles then speeding off with three smaller objects behind it, it was not producing light just reflections from moonlight",10/30/2012,33.660297,-117.9992265
10/02/2012 19:30,Yucca Valley,CA,Sphere,10 seconds,"Large, bright white orb due east of Yucca Valley",10/30/2012,34.1141743,-116.432235
10/02/2012 13:00,Corona,CA,Oval,10 minutes,"10 oval objects flying over Corona, California in broad daylight.",10/30/2012,33.8752935,-117.5664384
10/02/2012 01:43,Davis,CA,Triangle,12:31 seconds,"Red triangular Lights, With Multicolored Lights Randomly Between them (31sec. Video)",11/19/2012,38.5449065,-121.7405167
10/01/2012 20:10,Capitola,CA,Light,1 minute,"Bright red torch-like object seen ascending rapidly, making a right angle turn, and disappearing from view in Capitola, CA",10/30/2012,36.9752283,-121.953293
