time,city,state,shape,duration,summary,posted,lat,lon
02/26/2013 21:05,Brawley,CA,Triangle,35 minutes,3 orange bright triangle or arrowhead shape lights reappeared.,05/15/2013,32.9786566,-115.530267
02/25/2013 00:02,Fresno,CA,Light,1 minute,The object had colors associated with no other aircraft to my knowledge and was silent; also identified by other witnesses.,05/15/2013,36.7468422,-119.7725868
02/24/2013 11:00,Pasadena,CA,Formation,15 minutes,"Swarm of unidentified objects over Pasadena, CA.",02/28/2013,34.1477849,-118.1445155
02/24/2013 06:28,Bakersfield,CA,Light,5 minutes,"Big White Light Hovering Slowly (No Sound NO LIGHTS) Headed SE in Bakersfield, CA.",02/28/2013,35.3732921,-119.0187125
02/23/2013 19:43,Redondo Beach,CA,Formation,4 minutes,Several colored orbs emitting orbs moving/changing into different symmetrical shapes while in flight.,02/28/2013,33.8491816,-118.3884078
02/23/2013 19:00,La Mirada,CA,Sphere,5 minutes,Multiple orange lights seen by couple in Los Angeles' skies.,02/28/2013,33.9172357,-118.0120086
02/23/2013 18:57,Whittier,CA,Circle,3-5 minutes,13 to 15 bright reddish/orange orb shaped objects seen flying in the sky.,02/28/2013,33.9791793,-118.032844
02/22/2013 23:30,Eastvale,CA,Sphere,3 minutes,Red Pulsing  Sphere Photographed and Videoed by two witnesses,05/15/2013,33.963056,-117.563889
02/22/2013 22:00,San Diego,CA,Light,30 seconds,Super fast red blinking light travelling across the sky.,02/28/2013,32.715738,-117.1610838
02/22/2013 21:45,Vallejo,CA,Light,25 minutes,"Strange Lights traveling over Vallejo, CA.",02/28/2013,38.1040864,-122.2566367
02/22/2013 19:10,Beaumont/Cherry Valley,CA,Other,minute,I saw what looked like an embryo lit up in bright red light fly by heading west.,02/28/2013,33.9918314,-117.0309724
02/20/2013 20:30,Hercules,CA,Sphere,30 seconds,Sphere heading from West to East first with a fire trail but later a reddish orange sphere,05/15/2013,38.0171441,-122.2885808
02/19/2013 00:30,Monterey,CA,Cylinder,8 seconds,Cylinder shape,07/05/2013,36.6002378,-121.8946761
02/17/2013 23:45,Rialto,CA,Oval,3-5 seconds,LARGE SLOW MOVING BRIGHT LIGHT TRAILING SPARKS THEN VANISHES.,02/18/2013,34.1064001,-117.3703235
02/16/2013 21:00,Fremont,CA,Circle,2 minutes,3 orange balls in triangle formation then moving independent of each other.,02/28/2013,37.5482697,-121.9885719
02/16/2013 18:00,Riverside,CA,Light,10 minutes,"Bright red lights over Riverside, CA.",02/18/2013,33.9533487,-117.3961564
02/16/2013 14:50,Los Angeles,CA,Sphere,15-20 minutes,"White orb slowly turns orange, and then white a few times.",02/18/2013,34.0522342,-118.2436849
02/15/2013 22:00,Redondo Beach,CA,Circle,10 minutes,My husband and I were inside the house and heard a weird noise that sounded like it was coming from the garden. Looking out of the wind,02/18/2013,33.8491816,-118.3884078
02/15/2013 03:40,Antioch,CA,Circle,2 minutes,Red/Orange light in the sky.,02/18/2013,38.0049214,-121.805789
02/14/2013 23:17,North Hollywood,CA,Formation,2:00,"Red blinking lights over Los Angeles, Thurs. Feb 14th, 2013.",02/18/2013,34.187044,-118.3812562
02/14/2013 21:10,Pasadena,CA,Changing,5 minutes,Hovering red orb disappears then reappears as grey-white oval before disappearing again.,02/18/2013,34.1477849,-118.1445155
02/13/2013 19:47,Redwood Valley,CA,Light,3 minutes,Pulsing Red Light (orb?) stayed still then moved across the sky and faded away in Redwood Valley,02/18/2013,39.2652491,-123.2041429
02/12/2013 21:30,Needles,CA,Formation,5.00,"Floating red lights over Needles, CA.",08/30/2013,34.8480597,-114.6141315
02/12/2013 19:00,Redway,CA,Unknown,30-45 seconds,Super bright flash,02/18/2013,40.1201443,-123.8233635
02/11/2013 20:31,Napa,CA,Light,8 minutes,2 Crafts were moving slowly along the top of the hill heading from north to south. One craft continued south while the other stopped ov,02/14/2014,38.2975381,-122.286865
02/10/2013 08:45,Pacoima,CA,Circle,10 minutes,Pulsating circular object,02/18/2013,34.2767691,-118.4104684
02/10/2013 00:00,Hayward,CA,Sphere,5 minutes,3 bright orange lights appear and disappear in succession.,02/18/2013,37.6688205,-122.0807964
02/09/2013 21:42,Pacifica,CA,Fireball,1 minute,"Fireball shaped object, orange in color, above montara mountains... floating then appeared to have slowly jetted away, like no other ai",02/18/2013,37.6138253,-122.4869194
02/09/2013 18:25,Rocklin,CA,Circle,>1 hour,"Two Unidentified Objects Flying in Sky Over Sacramento County on February 9, 2013, at Approximately 6:25pm.",02/18/2013,38.7907339,-121.2357828
02/09/2013 03:40,Downey,CA,Light,Seconds,"UFO sighting over Los Angeles, 2013.02.09 at 3:40am",02/18/2013,33.9401088,-118.1331593
02/08/2013 18:28,Lompoc,CA,Light,~10 minutes,"Very bright large object turning, slowing and climbing at high speed",02/18/2013,34.6391501,-120.4579409
02/08/2013 17:04,City of Industry,CA,Circle,40 seconds,9 orange bright circular object come and gone on 60fwy near industry CA for 45 seconds.,02/18/2013,34.0197335,-117.9586754
02/06/2013 19:00,Placerville,CA,Triangle,30 minutes,Was directly over my home.,02/18/2013,38.7296252,-120.798546
02/03/2013 20:15,Apple Valley,CA,Other,3-5 minutes,Report of red lights in sky with vivid accurate discriptions and pictures of objects.,02/18/2013,34.5008311,-117.1858759
02/03/2013 20:10,Pittsburg,CA,Fireball,5 minutes,Three orbs of orangeish redish lights not ordinary movement of average objects in sky.,02/18/2013,40.4406248,-79.9958864
02/03/2013 18:15,Santa Cruz,CA,Sphere,1-3 minutes,Orange light ejects flares.,02/04/2013,36.9741171,-122.0307963
02/02/2013 14:00,Citrus Heights,CA,Sphere,10 minutes,"6 shiny metallic sphears in formation,  that was maintained through turns,crossing the sky fo10 to 15 minutes.",02/04/2013,38.7071247,-121.2810611
01/31/2013 22:00,Monterey,CA,Flash,25 minutes,While videoing at the Orion area I saw some large flashing lights don't no what they are. No airplanes!,07/03/2013,36.6002378,-121.8946761
01/31/2013 18:00,Patterson,CA,Triangle,2 minutes,"Triangle shape object, followed by 2 lights, 1 very bright and the other about the brightness of a star.",02/04/2013,37.4716001,-121.129656
01/31/2013 04:10,San Jose,CA,Unknown,5 minutes,Strange increasingly loud noise over East San Jose that is indescribable.,02/04/2013,37.3393857,-121.8949555
01/30/2013 20:45,Rohnert Park,CA,Sphere,7 minutes,Sighted just below where the Orion Nebula would be.,02/04/2013,38.3396367,-122.7010984
01/27/2013 23:40,Long Beach,CA,Light,1 minute,3 Whitish-yellow lights in the shape of a triangle at 1st glance i thought it was a shooting star but it kept going fast and silent.,02/04/2013,33.7700504,-118.1937395
01/25/2013 20:00,Turlock,CA,Changing,10 minutes,"Golden-orange bright star fell from the sky & changed into flat black floppy object, landed in tree then flew away.",02/04/2013,37.4946568,-120.8465941
01/25/2013 19:00,Sacramento,CA,Light,10 minutes,7 red lights floating upward over Sacramento 1/25/13.,02/04/2013,38.5815719,-121.4943996
01/25/2013 03:20,Elk Grove,CA,Chevron,4 minutes,"2 Craft seen in Elk Grove, Ca. Defying inertia and gravity with no sound. Seen by USMC Scout/Sniper.",02/04/2013,38.4087993,-121.3716178
01/20/2013 22:00,Los Angeles,CA,Cone,22:00-22:30,Sighting and dreams.,02/28/2013,34.0522342,-118.2436849
01/14/2013 07:00,Rancho Cucamonga,CA,Sphere,5 minutes,"January 14, 2013, at 7:00 a.m. UFO sphere with fire in Rancho Cucamonga, CA near Alta Loma High School.",02/04/2013,34.1063989,-117.5931084
01/14/2013 00:12,Perris,CA,Light,2 seconds,Blue light over the horizon.,02/04/2013,33.7825194,-117.2286478
01/13/2013 22:00,Oakland,CA,Light,5 minutes,"Blinking, stationary light.",02/04/2013,37.8043637,-122.2711137
01/12/2013 21:45,Grass Valley,CA,Sphere,5,6 yellow orbs traveling west then turned south and went out.,02/04/2013,39.2190608,-121.0610606
01/12/2013 17:55,Sacramento,CA,Light,1-2 minutes,Orange lights near downtown.,02/04/2013,38.5815719,-121.4943996
01/12/2013 17:00,Silver Lake (Los Angeles),CA,Circle,1 minute,"Circular object with 4 legs and red and green lights spotted in Silver Lake, CA at 5:00 PM",01/16/2014,34.0869409,-118.2702036
01/09/2013 04:57,Burbank,CA,Disk,10 seconds,Flying Saucer in my back yard.,02/04/2013,34.1808392,-118.3089661
01/08/2013 01:15,Culver City,CA,Disk,30 minutes,Colorful UFO seen swooping and ascending at top speeds and disappearing and reappearing in West LA area,08/30/2013,34.0211224,-118.3964665
01/06/2013 06:05,Canoga Park,CA,Light,<60 seconds,"Very bright white light, even glowing object, the size was about two 747 airplaines nose to tail.",02/04/2013,34.208254,-118.6058609
01/05/2013 18:45,Santa Monica,CA,Circle,10 seconds,Red glowing orb vanishes in to thin air.,01/10/2014,34.0194543,-118.4911912
01/05/2013 17:45,Fountain Valley,CA,Formation,15-20 minutes,Cluster of glowing ufos in formation over Fountain valley at 5:45 PM Jan 5 2013.,02/04/2013,33.7091847,-117.9536697
01/05/2013 17:30,Huntington Beach,CA,Triangle,5 minutes,"4 glowing, orange, small, triangular lights.",02/04/2013,33.660297,-117.9992265
01/04/2013 05:30,Los Angeles,CA,Light,10 seconds,Two bright objects slowly moving and disappearing together.,02/04/2013,34.0522342,-118.2436849
01/03/2013 20:35,Fair Oaks,CA,Oval,5 minutes,5 ufo's very bright then turned dark and flew directly over us having no sound.,02/04/2013,38.6446264,-121.2721718
01/03/2013 20:15,Fairfax,CA,Sphere,10-20 minutes,"Saw a brightly glowing object in the sky that was pulsating red, blue, green and white light and was completely soundless.  ((Sirius?))",02/04/2013,38.8462236,-77.3063733
01/03/2013 20:03,Weaverville,CA,Sphere,7 seconds,Night sighting and not a convential aircraft,02/04/2013,40.7309778,-122.9419708
01/03/2013 19:40,Roseville,CA,,2 minutes,Two red lights in the sky,02/04/2013,38.7521235,-121.2880059
01/03/2013 05:50,Coalinga,CA,Disk,1 hour,A saucer shape object that seemed lilted & it was hovering in place & sometimes it seemed small then it would get bigger at times.,02/04/2013,36.139678,-120.3601496
01/02/2013 22:45,Chico,CA,Circle,45 seconds,"UFO over Chico, Ca, about 10:45pm on 1/2/13",02/04/2013,39.7284944,-121.8374777
01/01/2013 21:00,Anaheim,CA,Unknown,15 minutes,"Silent, hovering, orange light at about 500 ft and about 1oo yds away.and disappeared in an instant.",06/02/2013,33.8352932,-117.9145036
01/01/2013 20:01,Weaverville,CA,Fireball,15 seconds,Unfortunately it has to be classified as a light in the sky.  But it was more then just that!,02/04/2013,40.7309778,-122.9419708
01/01/2013 19:15,Stockton,CA,Triangle,2 minutes,"Trinagular object flying low, slowly across sky with alluminated outline.",02/04/2013,37.9577016,-121.2907796
01/01/2013 13:10,Sacramento,CA,Light,20 minutes,"On the right side of the moon,two red objects(lights) appeared. They climbed in altitude then faded away into the night sky. They then",02/04/2013,38.5815719,-121.4943996
01/01/2013 01:15,Tulare,CA,Formation,5 seconds,Formation that change direction and disappeared.  ((NUFORC Note:  Report from law enforcement officer.  PD)),02/04/2013,36.2077288,-119.3473379
01/01/2013 01:10,Elk Grove,CA,Sphere,3-5 minutes,3 Orbs Appear Amongst Fireworks,02/04/2013,38.4087993,-121.3716178
01/01/2013 00:38,Long Beach,CA,Formation,3 minutes,Multiple red/orange orbs forming triangle and hovered slowly.,02/04/2013,33.7700504,-118.1937395
01/01/2013 00:30,Palm Desert,CA,Sphere,1 minute,"Red orb/ ufo palm desert, ca",02/04/2013,33.7222445,-116.3744556
01/01/2013 00:13,Ridgecrest,CA,Light,5 minutes,"We saw a pair of stationary, red-orange lights when we started home, one vanished, the other created a new object shortly after.",02/04/2013,35.6224561,-117.6708966
01/01/2013 00:10,Stockton,CA,Fireball,12 minutes,10 total craft spotted all orange fireball and all completely silent,02/04/2013,37.9577016,-121.2907796
01/01/2013 00:05,Berkeley,CA,Fireball,5-10 minutes,"Orange orbs over the Bay Area, CA on New Years and 3 made a triangle.",02/04/2013,37.8715926,-122.272747
01/01/2013 00:05,San Jose,CA,Circle,00:30,"Two objects that appeared star-like, but were moving quite slowly in a northerly path and had blinking red-orange lights",02/04/2013,37.3393857,-121.8949555
01/01/2013 00:04,Modesto,CA,Changing,3 minutes,3 red lights in triangle shape change shape and fade away,02/04/2013,37.6390972,-120.9968782
01/01/2013 00:00,Irvine,CA,,,((HOAX??))  They are here.,12/02/2013,33.6839473,-117.7946942
12/31/2012 23:59,West Sacramento,CA,Fireball,25-30 minutes,30-35 Orange bright lights fly silently in line across Sacramento sky and disappear in same place - New Years Eve,02/04/2013,38.5804609,-121.530234
12/31/2012 23:54,Hollywood,CA,Fireball,5 minutes,"6 Beautiful red orb geometric formation fleet hovering over the Hollywood hills.  Los Angeles, CA.",02/04/2013,34.0928092,-118.3286614
12/31/2012 23:40,Modesto,CA,Light,2 minutes,Orange red flickering object moved steadily overhead in central California.,02/04/2013,37.6390972,-120.9968782
12/31/2012 23:32,Azusa,CA,Triangle,4 minutes,Azusa lights.,02/04/2013,34.1336186,-117.9075627
12/31/2012 23:00,Berkeley,CA,Fireball,15 minutes,"Blazing red UFO spotted in the Northern California sky Dec 31, 2012.",02/04/2013,37.8715926,-122.272747
12/31/2012 22:52,San Diego (South Park),CA,Light,90 seconds,"4 Amber Colored Lights Seen From San Diego (South Park) California on New Year's Eve December 31, 2012",02/04/2013,32.7247468,-117.1294166
12/31/2012 21:17,Apple Valley,CA,Teardrop,10 minutes,"2 Red and 2 yellow teardrops seen ""playing"" over Apple Valley, CA.",02/04/2013,34.5008311,-117.1858759
12/31/2012 20:00,Santa Rosa,CA,Sphere,1 minute,Just now my son and his friends came running in yelling that there are two red ufos out front.I ran out to the back yard because it was,02/04/2013,38.440429,-122.7140548
12/31/2012 18:30,Roseville,CA,Rectangle,2 minutes,"Orange-amber light hovering over Roseville, California.",02/04/2013,38.7521235,-121.2880059
12/31/2012 00:00,San Francisco,CA,Oval,2 minutes,Five lights over San Francisco fade away high over head NYE.,02/04/2013,37.7749295,-122.4194155
12/30/2012 23:30,San Jose,CA,Light,30 seconds,Witnessed 2 orange lights in the sky.,02/04/2013,37.3393857,-121.8949555
12/30/2012 22:00,Marina,CA,Light,7 minutes,"Seem to be flashing multiple colors, hovering and moving in an odd manner. There was no noise coming from that direction and seem to be",02/04/2013,50.8507729,0.5514941
12/30/2012 19:00,Calimesa,CA,Sphere,1 hour,Red orbs over my local mountains,02/04/2013,34.0039039,-117.0619755
12/30/2012 14:05,Irvine,CA,Unknown,30 second,White object moving from left to right and took off quickly.,02/04/2013,33.6839473,-117.7946942
12/29/2012 00:00,Orcutt,CA,Fireball,2-3 hours,A red & yellow fire ball dancing from here and there directly over head. And tben zipped off east over the mountains.,02/04/2013,34.8652574,-120.4359966
12/28/2012 23:00,Ocatilio Wells,CA,Oval,15 minutes,"We saw 5 orange orbs, all in a line; they blinked out one by one I have pictures but not great ones.",02/04/2013,33.144444,-116.134167
12/28/2012 17:45,Northridge,CA,Teardrop,25 minutes,White teardrop object with lights going on then off with helicopter very close by,02/04/2013,34.2381251,-118.530123
12/27/2012 06:50,San Diego,CA,Unknown,5 minutes,Sparkling comet or fireball that split in mid air.,02/04/2013,32.715738,-117.1610838
12/26/2012 20:00,Oceano,CA,Rectangle,5 seconds,Huge rectangle crossed the sky.,02/04/2013,35.0988648,-120.612393
12/26/2012 20:00,San Francisco,CA,Triangle,20,Strange triangular moving lights over San Francisco.,02/04/2013,37.7749295,-122.4194155
12/25/2012 19:00,Santa Clarita,CA,Fireball,3 minutes,"A yellow/orange  fireball/orb like object  hovering then dissapearing about 20 stories high of the ground in Santa Clarita, California.",02/18/2013,34.3916641,-118.542586
12/24/2012 22:15,Santa Rosa,CA,Triangle,1-2 minutes,Three bright orange triangular lights seen by elementary school teacher on Christmas Eve-Not Santa's sleigh.,02/04/2013,38.440429,-122.7140548
12/24/2012 21:30,Fairfield,CA,Circle,3-4 minutes,4 red lights-seen 2 at a time.,02/04/2013,38.2493581,-122.0399663
12/24/2012 21:30,Pico Rivera,CA,Fireball,1 minute,Glowing ball of fire...,02/04/2013,33.9830688,-118.096735
12/24/2012 20:30,Oceanside,CA,Other,1 minute,This object had a bright orange light that was steady and not moving,02/04/2013,33.1958696,-117.3794834
12/23/2012 05:30,Sacramento/Yuba City (between),CA,Triangle,south east,I saw a huge Triangle by Sacramento CA,02/04/2013,38.5815719,-121.4943996
12/22/2012 18:30,Yucaipa,CA,Circle,3 minutes,Fire-ball looking craft  moving east to west ; disappearing by shooting straight up into the night sky.,02/04/2013,34.033625,-117.0430865
12/21/2012 17:35,Los Angeles,CA,Triangle,5:35,2 UFOS over the 405 Freeway in Los Angeles.,12/21/2012,34.0522342,-118.2436849
12/21/2012 13:00,Los Angeles,CA,Sphere,10 seconds,3 White Sphere over the City Of Angels.,12/21/2012,34.0522342,-118.2436849
12/19/2012 02:00,Tuolumne,CA,Light,5 hours,Fast moving light object.,12/20/2012,37.9627027,-120.2412999
12/18/2012 17:53,San Carlos,CA,Circle,10 seconds,Large ball of light low in the sky streaking at high speed towards ground.,12/20/2012,-36.42615,-71.970834
12/18/2012 16:25,Playa del Rey,CA,Disk,1-3 seconds,BRIGHT Silver Sphere appears in sky 1-3 seconds and disappears into clouds over LOS ANGELES AREA.,12/20/2012,33.9564194,-118.4422317
12/18/2012 13:00,Atascadero (101 freeway),CA,Circle,0.1 seconds,Blue almost electrical circle of blue light  close to the ground maybe 5 feet above my vehicle.,12/20/2012,35.5262798,-120.7029983
12/17/2012 00:00,Oxnard,CA,Circle,1 minute,Silent circular Red glow moves slowly across the Oxnard sky lasting a minute or so.,12/20/2012,34.1975048,-119.1770516
12/16/2012 21:12,Taft,CA,Sphere,3 minutes,"AIR TEMP.  55  WIND CALM ALT.  APROX  3,000 FT  MOVING SWIFTLY IN A N.W. DIR. COLOR  'BRILLIANT' ORANGE       SPEED  UNKNOWN.",12/20/2012,35.1424671,-119.4565078
12/16/2012 18:25,Bakersfield,CA,Light,2 minutes,While facing north and waiting to turn left onto the corner of College and fairfax.  I noticed light in the sky to my right (NE).,12/20/2012,35.3732921,-119.0187125
12/15/2012 10:34,Bonita,CA,Triangle,,Three red light in the sky hovering in triangle form then slowly disappeared one by one.,12/20/2012,32.6583258,-117.0352904
12/14/2012 04:00,Pasadena,CA,Sphere,1 hour,Floating sphere seen changing colors and changing directions over Pasadena Ca. twice this month!,12/20/2012,34.1477849,-118.1445155
12/14/2012 00:18,North Highlands,CA,Triangle,30 seconds,"Large, fast-moving, triangular object with orange lights spotted in Sacramento sky.",12/20/2012,38.6857362,-121.3721745
12/13/2012 18:30,Turlock,CA,Light,30 seconds,Fast moving point of light.,12/20/2012,37.4946568,-120.8465941
12/12/2012 21:20,Castro Valley,CA,Light,10-12 minutes,10 separate red / orange lights - possible UFO - appear and disappear over an approximately 10 minute period.,12/20/2012,37.6940973,-122.0863522
12/12/2012 16:30,Elk Grove,CA,Unknown,1-2 minutes,"Saw a bright light in the blue sky during the afternoon and the light ""turned"" and I saw the side of &quot;it&quot; and the.",12/20/2012,38.4087993,-121.3716178
12/11/2012 18:15,Pittsburg,CA,Unknown,15-20 seconds,"Small single light with no sound flying low and slow, chaning colors and even direction quickly.",12/20/2012,40.4406248,-79.9958864
12/11/2012 15:00,Sacramento,CA,Changing,2 hours+,Car dealership confused on what they all saw floating in the sky for 2 hours.,12/20/2012,38.5815719,-121.4943996
12/11/2012 10:30,Arroyo Grande,CA,Triangle,30-45 seconds,((HOAX??))  I witnessed a craft flying over my house around 10:30at night . I called my friend told her what i  had seen and she.,02/04/2013,35.1185868,-120.5907252
12/10/2012 21:00,Apple Valley,CA,Unknown,ongoing,"I HAVE BEEN SEEING THIS CRAFT WITH LIGHTS IN THE SW OF APPLE VALLEY,CA AND IT MOVES AROUND. ((Sirius??))",12/20/2012,34.5008311,-117.1858759
12/10/2012 18:30,Pasadena,CA,Unknown,10 minutes,"Unknown object seen, reappeared three times, within 10 Mins.",12/20/2012,34.1477849,-118.1445155
12/10/2012 18:30,Eagle Rock,CA,Disk,10 minutes,"UFO over Eagle Rock, CA.",12/20/2012,34.1322469,-118.2117257
12/09/2012 22:59,San Francisco,CA,Fireball,3 minutes,Fireballs over San Francisco.,12/20/2012,37.7749295,-122.4194155
12/07/2012 21:18,Phillips Ranch,CA,Fireball,2 seconds,Bright blue-green neon like light seen for 2 seconds.,12/20/2012,34.0362084,-117.7842637
12/07/2012 21:15,Escondido,CA,Rectangle,2-3 seconds,LARGE Ship of some sort.,12/20/2012,33.1192068,-117.086421
12/07/2012 01:26,Burbank,CA,Light,2-6 seconds,Bright light disappeared with no trace; blue flash following.,12/20/2012,34.1808392,-118.3089661
12/06/2012 19:00,Quail Valley,CA,Triangle,2 minutes,I WENT OUT TO SMOKE A CIGARETTE AND SAW A BRIGHT RED LIGHT WAY HIGH MOVING SLOW STEADY IN A TRIANGLE SHAPE WITH 3 FLARES OUT EACH PEAK,12/20/2012,33.7069654,-117.2450367
12/06/2012 13:30,Pico Rivera,CA,Triangle,5 seconds,Propeller shaped object rights itself and then vanishes in broad daylight.,12/20/2012,33.9830688,-118.096735
12/04/2012 21:37,Huntington Beach,CA,Oval,5 minutes,"Orange UFO over Huntington Beach, CA.",12/20/2012,33.660297,-117.9992265
12/03/2012 03:24,Thousand Oaks,CA,Flash,30+ minutes,Loud sound and a search light coming from sky - definitely not a helicopter.,12/20/2012,34.1705609,-118.8375937
11/30/2012 21:00,Union City,CA,Light,10 minutes,3 BEAUTIFUL ORANGE ORBS FLY PLAYFULLY IN THE DISTANCE FOR 10 MINUTES BEFORE MOTHERSHIP TAKES THEM IN.,12/20/2012,37.5933918,-122.0438298
11/29/2012 18:35,Oakley,CA,Sphere,10 minutes,4 uluminated white light spheres the size of a basket balls performed a symmetrical  choreographed movement at low level,12/20/2012,37.9974219,-121.7124536
11/29/2012 18:30,Oakley,CA,Sphere,15 minutes,I was in front of my house in front I looked up and saw 5 spherical lights in the shape of #5 dice pattern. The outer spheres move in t,12/20/2012,37.9974219,-121.7124536
11/29/2012 15:00,San Mateo,CA,Light,10 seconds,Yellow stationary light in the sky low on the horizon that was stationary for at least 10 seconds and then disappeared suddenly.,12/20/2012,37.5629917,-122.3255254
11/28/2012 22:00,Studio City,CA,Fireball,2 minutes,Large circular orangish yellowish fireball in the sky - Made no noise!,12/20/2012,34.1395597,-118.3870991
11/26/2012 21:00,Bakersfield,CA,Light,5 minutes,Reddish glowing light at cruising speed. I thought it was a helicopter but it made no sound and had no flashing light.,12/20/2012,35.3732921,-119.0187125
11/25/2012 19:38,San Ramon,CA,Formation,4 seconds,"4 Silent Bright formation, just dimmer than Venus at a 45 degree viewing angle from 126 Deg, SE to 86 Deg. E in a matter of 3 seconds.",12/20/2012,37.7799273,-121.9780153
11/24/2012 02:50,Felton,CA,Oval,2-3 minutes,"Two UFOS seen by a skeptic in Felton, CA.",12/20/2012,37.0513374,-122.0732973
11/23/2012 21:25,Sacramento,CA,Other,1 minute,Strange lights (10-12) in stringlike formation that suddenly drifted apart appeared round in shape with copper like glow illumination.,12/20/2012,38.5815719,-121.4943996
11/23/2012 20:15,Vallejo,CA,Sphere,1 minute,4 bright orange red circles floating in sky suddenly disappear,12/20/2012,38.1040864,-122.2566367
11/23/2012 11:00,North Hollywood,CA,Formation,10 minutes,Constellation looking formation.,12/20/2012,34.187044,-118.3812562
11/22/2012 07:15,Palm Springs,CA,Changing,5 minutes,"Inexplicable red UFO rises like a distant star, then falls to earth.",12/20/2012,33.8302961,-116.5452921
11/22/2012 07:00,Vacaville (Fairfield area),CA,Circle,5 minutes,"10 round objects,like headlights that turned light orange and disapeared .",12/20/2012,38.3565773,-121.9877444
11/22/2012 03:30,Sacramento,CA,Triangle,6-7 mins,"Triangle shaped craft 200 feet up flying slowly overhead, slight noise from engine after passing over.",12/20/2012,38.5815719,-121.4943996
11/21/2012 22:00,Apple Valley,CA,Oval,continues,UFO with lights and Several planes flying underneath with only one plane coming from North got close to it.,12/20/2012,34.5008311,-117.1858759
11/20/2012 19:05,Escondido,CA,Other,10 minutes,"Line of eight orange lights that didn't move. It appeared, a few lights went off, came back on, then all went off simultaneously.",12/20/2012,33.1192068,-117.086421
11/18/2012 18:00,Olivehurst,CA,Changing,2 minutes,2 Sightings in one day.,11/19/2012,39.0954484,-121.5521858
11/18/2012 00:40,Carlsbad,CA,Disk,1-3 seconds,Green saucer strobes in and out of sight into horizon,11/19/2012,33.1580933,-117.3505939
11/17/2012 17:45,Santa Cruz,CA,Circle,5 minutes,4 red/ orange orbs moved slowly across the sky together disappearing individually.,11/19/2012,36.9741171,-122.0307963
11/16/2012 20:00,Long Beach,CA,Fireball,2 minutes,"Flaming/Sparkling trails with following helicopter over Long Beach, CA",11/19/2012,33.7700504,-118.1937395
11/16/2012 20:00,Long Beach,CA,Fireball,10 seconds?,"Long Beach California November 16, 2012, appeared to be 2 large comets or fireballs over ocean.",11/19/2012,33.7700504,-118.1937395
11/16/2012 19:00,Ventura,CA,Fireball,5 minutes,Huge black circle with fire ball!,11/19/2012,34.274646,-119.2290316
11/15/2012 07:45,Lakeside,CA,Light,still happening,I am an advertising company owner and my son and his girlfriend are in the hospitality business. We were outside and noticed movement i,11/19/2012,32.8572718,-116.9222488
11/15/2012 02:00,Mammoth Lakes,CA,Light,2 seconds,Ball of light that was able to turn on and off as well as move at speeds that seemed regardless of inertia.,08/30/2013,37.648546,-118.972079
11/14/2012 22:45,Berkeley,CA,Diamond,5 seconds,Green non flashing flies north diamond in shape.,11/19/2012,37.8715926,-122.272747
11/14/2012 20:10,Union City,CA,Light,10 minutes,"12 red color UFOs, at Union City, CA.",11/19/2012,37.5933918,-122.0438298
11/14/2012 20:08,Union City,CA,Light,18 minutes,12 Orange Lights Flying Objects.,11/19/2012,37.5933918,-122.0438298
11/14/2012 20:00,Sacramento,CA,Fireball,3 seconds,Orange fireball heading down to ground,12/20/2012,38.5815719,-121.4943996
11/14/2012 05:00,Mission Viejo,CA,Light,8 minutes,Two very bright red and white lights flashing in the sky completely still and silent befor disappearing at very high speeds.,11/19/2012,33.6000232,-117.6719953
11/13/2012 19:00,Sebastopol,CA,Circle,1-2 seconds,Circular fast-moving object appears in early evening sky in Northern California.,11/19/2012,38.4021359,-122.8238806
11/13/2012 18:30,Lemon Grove,CA,Oval,4 minutes,Large white light moving across the sky,11/19/2012,32.7425516,-117.0314172
11/13/2012 02:30,Lake Arrowhead,CA,Circle,18 seconds,"Moving, flying,orb-like,",11/19/2012,34.2483396,-117.1892078
11/13/2012 02:00,Porter Ranch,CA,Sphere,3-4 seconds,"Witnessed red sphere traveling low, silent at very high rate of speed across valley at 2:00 a.m.",11/19/2012,34.2822134,-118.5506158
11/12/2012 19:59,La Puente,CA,Unknown,1 minute,Bright orange object hovering over incoming air traffic.,12/20/2012,34.0200114,-117.9495083
11/12/2012 12:01,Los Angeles,CA,Teardrop,30-45 seconds,Many ufos in the bright sky joined together and disapered less then an second.,02/04/2013,34.0522342,-118.2436849
11/12/2012 06:30,Sebastopol,CA,Circle,1-2 seconds,Fast moving large circular object appears in early evening sky in Northern California.,11/19/2012,38.4021359,-122.8238806
11/11/2012 22:50,Westminster,CA,Chevron,20 seconds,"2 grey with black chevron shaped crafts racing over Westminster, ca",11/19/2012,39.8366528,-105.0372046
11/11/2012 18:15,Santa Cruz,CA,Formation,1-2 minutes,Formation of 10 to 15 bright red-orange lights appeared over Monterey Bay in California.,11/19/2012,36.9741171,-122.0307963
11/11/2012 17:56,Sacramento,CA,Fireball,3+ minutes,Orange ball of flame crosses North Sacramento - no news reports.,12/20/2012,38.5815719,-121.4943996
11/11/2012 05:05,Venice,CA,Triangle,3 seconds,"I got up early in the morning headed for Motorcycle Swap Meet in Long Beach,Ca I look up I'll BE DAM&quot; It's the same small Tr",11/19/2012,45.4408474,12.3155151
